article;name;standard;dy;thread;angle;armature;seria;usit;o_ring;s_key
22611-32-24;38 BSP 2 (0)(Г);BSP;38;2;0;гайка;легкая;false;false;null
22642-32-24;38 BSP 2 (45)(Г);BSP;38;2;45;гайка;тяжелая;false;false;null
22641-32-24;38 BSP 2 (45)(Г);BSP;38;2;45;гайка;легкая;false;false;null
22692-32-24;38 BSP 2 (90)(Г);BSP;38;2;90;гайка;тяжелая;false;false;null
22691-32-24;38 BSP 2 (90)(Г);BSP;38;2;90;гайка;легкая;false;false;null
12612-32-24;38 BSP 2 (Ш);BSP;38;2;0;штуцер;тяжелая;false;false;null
12611-32-24;38 BSP 2 (Ш);BSP;38;2;0;штуцер;легкая;false;false;null
22612-32-32;50 BSP 2 (0)(Г);BSP;50;2;0;гайка;тяжелая;false;false;null
22611-32-32;50 BSP 2 (0)(Г);BSP;50;2;0;гайка;легкая;false;false;null
22613-32-32;50 BSP 2 (0)(Г) Interlock;BSP;50;2;0;гайка;interlock;false;false;null
22641-32-32;50 BSP 2 (45)(Г);BSP;50;2;45;гайка;легкая;false;false;null
22642-32-32;50 BSP 2 (45)(Г);BSP;50;2;45;гайка;тяжелая;false;false;null
22691-32-32;50 BSP 2 (90)(Г);BSP;50;2;90;гайка;легкая;false;false;null
22692-32-32;50 BSP 2 (90)(Г);BSP;50;2;90;гайка;тяжелая;false;false;null
22693-32-32;50 BSP 2 (90)(Г) Interlock;BSP;50;2;90;гайка;interlock;false;false;null
12612-32-32;50 BSP 2 (Ш) S=65;BSP;50;2;0;штуцер;тяжелая;false;false;65
12611-32-32;50 BSP 2 (Ш) S=65;BSP;50;2;0;штуцер;легкая;false;false;65
12611A-32-32;50 BSP 2 (Ш) S=70;BSP;50;2;0;штуцер;легкая;true;false;70
12612A-32-32;50 BSP 2 (Ш) S=70;BSP;50;2;0;штуцер;тяжелая;true;false;70
13011-02-04SP;06 BSPT 1/8 (Ш-к);BSPT;6;1_8;0;штуцер конусный;легкая;false;false;null
13011-04-04SP;06 BSPT 1/4 (Ш-к);BSPT;6;1_4;0;штуцер конусный;легкая;false;false;null
13011-04-04SP S17;06 BSPT 1/4 (Ш-к) S=17;BSPT;6;1_4;0;штуцер конусный;легкая;false;false;17
13011-04-05SP;08 BSPT 1/4 (Ш-к);BSPT;8;1_4;0;штуцер конусный;легкая;false;false;null
13011-04-06SP;10 BSPT 1/4 (Ш-к);BSPT;10;1_4;0;штуцер конусный;легкая;false;false;null
13011-06-04SP;06 BSPT 3/8 (Ш-к);BSPT;6;3_8;0;штуцер конусный;легкая;false;false;null
13011-06-05SP;08 BSPT 3/8 (Ш-к);BSPT;8;3_8;0;штуцер конусный;легкая;false;false;null
13011-06-06SP;10 BSPT 3/8 (Ш-к);BSPT;10;3_8;0;штуцер конусный;легкая;false;false;null
13011-06-06SP S22;10 BSPT 3/8 (Ш-к) S=22;BSPT;10;3_8;0;штуцер конусный;легкая;false;false;22
13011-06-08SP;12 BSPT 3/8 (Ш-к);BSPT;12;3_8;0;штуцер конусный;легкая;false;false;null
13011-08-04SP;06 BSPT 1/2 (Ш-к);BSPT;6;1_2;0;штуцер конусный;легкая;false;false;null
13011-08-06SP;10 BSPT 1/2 (Ш-к);BSPT;10;1_2;0;штуцер конусный;легкая;false;false;null
13011-08-08SP;12 BSPT 1/2 (Ш-к);BSPT;12;1_2;0;штуцер конусный;легкая;false;false;null
13011-12-10SP;16 BSPT 3/4 (Ш-к) ;BSPT;16;3_4;0;штуцер конусный;легкая;false;false;null
13011-12-12SP;20 BSPT 3/4 (Ш-к);BSPT;20;3_4;0;штуцер конусный;легкая;false;false;null
13011-16-12SP;20 BSPT 1 (Ш-к);BSPT;20;1;0;штуцер конусный;легкая;false;false;null
13011-16-16SP;25 BSPT 1 (Ш-к);BSPT;25;1;0;штуцер конусный;легкая;false;false;null
13011-20-16SP;25 BSPT 1.1/4 (Ш-к);BSPT;25;1_1_4;0;штуцер конусный;легкая;false;false;null
13011-20-20SP;32 BSPT 1.1/4 (Ш-к);BSPT;32;1_1_4;0;штуцер конусный;легкая;false;false;null
13011-24-24SP;38 BSPT 1.1/2 (Ш-к);BSPT;38;1_1_2;0;штуцер конусный;легкая;false;false;null
13011-32-32SP;50 BSPT 2 (Ш-к);BSPT;50;2;0;штуцер конусный;легкая;false;false;null
13012-06-08SP;12 BSPT 3/8 (Ш-к);BSPT;12;3_8;0;штуцер конусный;тяжелая;false;false;null
13012-08-06SP;10 BSPT 1/2 (Ш-к);BSPT;10;1_2;0;штуцер конусный;тяжелая;false;false;null
13012-08-08SP;12 BSPT 1/2 (Ш-к);BSPT;12;1_2;0;штуцер конусный;тяжелая;false;false;null
13012-12-08SP;12 BSPT 3/4 (Ш-к);BSPT;12;3_4;0;штуцер конусный;тяжелая;false;false;null
13012-12-10SP;16 BSPT 3/4 (Ш-к) ;BSPT;16;3_4;0;штуцер конусный;тяжелая;false;false;null
13012-12-12SP;20 BSPT 3/4 (Ш-к);BSPT;20;3_4;0;штуцер конусный;тяжелая;false;false;null
13012-16-12SP;20 BSPT 1 (Ш-к);BSPT;20;1;0;штуцер конусный;тяжелая;false;false;null
13012-16-16SP;25 BSPT 1 (Ш-к);BSPT;25;1;0;штуцер конусный;тяжелая;false;false;null
13012-20-16SP;25 BSPT 1.1/4 (Ш-к);BSPT;25;1_1_4;0;штуцер конусный;тяжелая;false;false;null
13012-20-20SP;32 BSPT 1.1/4 (Ш-к);BSPT;32;1_1_4;0;штуцер конусный;тяжелая;false;false;null
13012-24-20SP;32 BSPT 1.1/2 (Ш-к);BSPT;32;1_1_2;0;штуцер конусный;тяжелая;false;false;null
13012-24-24SP;38 BSPT 1.1/2 (Ш-к);BSPT;38;1_1_2;0;штуцер конусный;тяжелая;false;false;null
13012-32-32SP;50 BSPT 2 (Ш-к);BSPT;50;2;0;штуцер конусный;тяжелая;false;false;null
10611-18-05;08 DK 18х1,5 (Ш);DK;8;18_1_5;0;штуцер;легкая;false;false;null
10611-18-08 S24;12 DK 18х1,5 (Ш) S=24;DK;12;18_1_5;0;штуцер;легкая;false;false;24
10611-20-06 S24;10 DK 20х1,5 (Ш) S=24;DK;10;20_1_5;0;штуцер;легкая;false;false;24
10611-22-08 S22;12 DK 22х1,5 (Ш) S=22;DK;12;22_1_5;0;штуцер;легкая;false;false;22
10611-33-16 S36;25 DK 33х2 (Ш) S=36;DK;25;33_2;0;штуцер;легкая;false;false;36
10611A-10-04;06 DK 10х1 (Ш) S=14;DK;6;10_1;0;штуцер;легкая;true;false;14
10611A-10-04 S17;06 DK 10х1 (Ш) S=17;DK;6;10_1;0;штуцер;легкая;true;false;17
10611A-12-04;06 DK 12х1 (Ш) S=17;DK;6;12_1;0;штуцер;легкая;true;false;17
10611A-18-04;06 DK 18х1,5 (Ш) S=24;DK;6;18_1_5;0;штуцер;легкая;true;false;24
10611A-18-05;08 DK 18х1,5 (Ш) S=24;DK;8;18_1_5;0;штуцер;легкая;true;false;24
10611A-18-06;10 DK 18х1,5 (Ш) S=24;DK;10;18_1_5;0;штуцер;легкая;true;false;24
10611A-20-04;06 DK 20х1,5 (Ш) S=27;DK;6;20_1_5;0;штуцер;легкая;true;false;27
10611A-20-05;08 DK 20х1,5 (Ш) S=27;DK;8;20_1_5;0;штуцер;легкая;true;false;27
10611A-20-06;10 DK 20х1,5 (Ш) S=27;DK;10;20_1_5;0;штуцер;легкая;true;false;27
10611A-20-08;12 DK 20х1,5 (Ш) S=27;DK;12;20_1_5;0;штуцер;легкая;true;false;27
10611A-20-10;16 DK 20х1,5 (Ш) S=27;DK;16;20_1_5;0;штуцер;легкая;true;false;27
10611A-22-04;06 DK 22х1,5 (Ш) S=27;DK;6;22_1_5;0;штуцер;легкая;true;false;27
10611A-22-05;08 DK 22х1,5 (Ш) S=27;DK;8;22_1_5;0;штуцер;легкая;true;false;27
10611A-22-06;10 DK 22х1,5 (Ш) S=27;DK;10;22_1_5;0;штуцер;легкая;true;false;27
10611A-22-08;12 DK 22х1,5 (Ш) S=27;DK;12;22_1_5;0;штуцер;легкая;true;false;27
10611A-22-10;16 DK 22х1,5 (Ш) S=27;DK;16;22_1_5;0;штуцер;легкая;true;false;27
10611A-24-08;12 DK 24х1,5 (Ш) S=30;DK;12;24_1_5;0;штуцер;легкая;true;false;30
10611A-24-10;16 DK 24х1,5 (Ш) S=30;DK;16;24_1_5;0;штуцер;легкая;true;false;30
10611A-24-12;20 DK 24х1,5 (Ш) S=30;DK;20;24_1_5;0;штуцер;легкая;true;false;30
10611A-27-08;12 DK 27х2 (Ш) S=32;DK;12;27_2;0;штуцер;легкая;true;false;32
10611A-27-10;16 DK 27х2 (Ш) S=32;DK;16;27_2;0;штуцер;легкая;true;false;32
10611A-27-12;20 DK 27х2 (Ш) S=32;DK;20;27_2;0;штуцер;легкая;true;false;32
10611A-30-10;16 DK 30х2 (Ш) S=36;DK;16;30_2;0;штуцер;легкая;true;false;36
10611A-30-12;20 DK 30х2 (Ш) S=36;DK;20;30_2;0;штуцер;легкая;true;false;36
10611A-33-16;25 DK 33х2 (Ш) S=39;DK;25;33_2;0;штуцер;легкая;true;false;39
10611A-36-12;20 DK 36х2 (Ш) S=41;DK;20;36_2;0;штуцер;легкая;true;false;41
10611A-36-16;25 DK 36х2 (Ш) S=41;DK;25;36_2;0;штуцер;легкая;true;false;41
10611A-39-16;25 DK 39х2 (Ш) S=46;DK;25;39_2;0;штуцер;легкая;true;false;46
10611A-42-12;20 DK 42х2 (Ш) S=50;DK;20;42_2;0;штуцер;легкая;true;false;50
10611A-42-16;25 DK 42х2 (Ш) S=50;DK;25;42_2;0;штуцер;легкая;true;false;50
10611A-42-20;32 DK 42х2 (Ш) S=50;DK;32;42_2;0;штуцер;легкая;true;false;50
10611A-45-20;32 DK 45х2 (Ш) S=55;DK;32;45_2;0;штуцер;легкая;true;false;55
10611A-48-20;32 DK 48х2 (Ш) S=60;DK;32;48_2;0;штуцер;легкая;true;false;60
10611A-52-20;32 DK 52х2 (Ш) S=65;DK;32;52_2;0;штуцер;легкая;true;false;65
10611A-52-24;38 DK 52х2 (Ш) S=65;DK;38;52_2;0;штуцер;легкая;true;false;65
10611A-56-24;38 DK 56х2 (Ш) S=70;DK;38;56_2;0;штуцер;легкая;true;false;70
10611A-64-24;38 DK 64х2 (Ш) S=75;DK;38;64_2;0;штуцер;легкая;true;false;75
10611A-64-32;50 DK 64х2 (Ш) S=75;DK;50;64_2;0;штуцер;легкая;true;false;75
10612-18-08 S24;12 DK 18х1,5 (Ш) S=24;DK;12;18_1_5;0;штуцер;тяжелая;false;false;24
10612-22-08 S22;12 DK 22х1,5 (Ш) S=22;DK;12;22_1_5;0;штуцер;тяжелая;false;false;22
10612-33-12 S36;20 DK 33х2 (Ш) S=36;DK;20;33_2;0;штуцер;тяжелая;false;false;36
10612-36-12 S36;20 DK 36х2 (Ш) S=36;DK;20;36_2;0;штуцер;тяжелая;false;false;36
10612-39-16 S41;25 DK 39х2 (Ш) S=41;DK;25;39_2;0;штуцер;тяжелая;false;false;41
10612-42-16 S46;25 DK 42х2 (Ш) S=46;DK;25;42_2;0;штуцер;тяжелая;false;false;46
10612A-18-08;12 DK 18х1,5 (Ш) S=27;DK;12;18_1_5;0;штуцер;тяжелая;true;false;27
10612A-20-08;12 DK 20х1,5 (Ш) S=27;DK;12;20_1_5;0;штуцер;тяжелая;true;false;27
10612A-20-10;16 DK 20х1,5 (Ш) S=27;DK;16;20_1_5;0;штуцер;тяжелая;true;false;27
10612A-22-06;10 DK 22х1,5 (Ш) S=27;DK;10;22_1_5;0;штуцер;тяжелая;true;false;27
10612A-22-08;12 DK 22х1,5 (Ш) S=27;DK;12;22_1_5;0;штуцер;тяжелая;true;false;27
10612A-22-10;16 DK 22х1,5 (Ш) S=27;DK;16;22_1_5;0;штуцер;тяжелая;true;false;27
10612A-24-08;12 DK 24х1,5 (Ш) S=30;DK;12;24_1_5;0;штуцер;тяжелая;true;false;30
10612A-24-10;16 DK 24х1,5 (Ш) S=30;DK;16;24_1_5;0;штуцер;тяжелая;true;false;30
10612A-24-12;20 DK 24х1,5 (Ш) S=30;DK;20;24_1_5;0;штуцер;тяжелая;true;false;30
10612A-27-08;12 DK 27х2 (Ш) S=32;DK;12;27_2;0;штуцер;тяжелая;true;false;32
10612A-27-10;16 DK 27х2 (Ш) S=32;DK;16;27_2;0;штуцер;тяжелая;true;false;32
10612A-27-12;20 DK 27х2 (Ш) S=32;DK;20;27_2;0;штуцер;тяжелая;true;false;32
10612A-30-10;16 DK 30х2 (Ш) S=36;DK;16;30_2;0;штуцер;тяжелая;true;false;36
10612A-30-12;20 DK 30х2 (Ш) S=36;DK;20;30_2;0;штуцер;тяжелая;true;false;36
10612A-33-16;25 DK 33х2 (Ш) S=39;DK;25;33_2;0;штуцер;тяжелая;true;false;39
10612A-36-12;20 DK 36х2 (Ш) S=41;DK;20;36_2;0;штуцер;тяжелая;true;false;41
10612A-36-16;25 DK 36х2 (Ш) S=41;DK;25;36_2;0;штуцер;тяжелая;true;false;41
10612A-39-16;25 DK 39х2 (Ш) S=46;DK;25;39_2;0;штуцер;тяжелая;true;false;46
10612A-42-12;20 DK 42х2 (Ш) S=50;DK;20;42_2;0;штуцер;тяжелая;true;false;50
10612A-42-16;25 DK 42х2 (Ш) S=50;DK;25;42_2;0;штуцер;тяжелая;true;false;50
10612A-42-20;32 DK 42х2 (Ш) S=50;DK;32;42_2;0;штуцер;тяжелая;true;false;50
10612A-45-20;32 DK 45х2 (Ш) S=55;DK;32;45_2;0;штуцер;тяжелая;true;false;55
10612A-48-20;32 DK 48х2 (Ш) S=60;DK;32;48_2;0;штуцер;тяжелая;true;false;60
10612A-52-20;32 DK 52х2 (Ш) S=65;DK;32;52_2;0;штуцер;тяжелая;true;false;65
10612A-52-24;38 DK 52х2 (Ш) S=65;DK;38;52_2;0;штуцер;тяжелая;true;false;65
10612A-56-24;38 DK 56х2 (Ш) S=70;DK;38;56_2;0;штуцер;тяжелая;true;false;70
10612A-64-24;38 DK 64х2 (Ш) S=75;DK;38;64_2;0;штуцер;тяжелая;true;false;75
10612A-64-32;50 DK 64х2 (Ш) S=75;DK;50;64_2;0;штуцер;тяжелая;true;false;75
20111-10-04;06 DK 10х1 (0)(Г);DK;6;10_1;0;гайка;легкая;false;false;null
20111-12-04;06 DK 12х1 (0)(Г);DK;6;12_1;0;гайка;легкая;false;false;null
20111-18-04;06 DK 18х1,5 (0)(Г);DK;6;18_1_5;0;гайка;легкая;false;false;null
20111-18-05;08 DK 18х1,5 (0)(Г);DK;8;18_1_5;0;гайка;легкая;false;false;null
20111-18-06;10 DK 18х1,5 (0)(Г);DK;10;18_1_5;0;гайка;легкая;false;false;null
20111-18-08;12 DK 18х1,5 (0)(Г);DK;12;18_1_5;0;гайка;легкая;false;false;null
20111-20-04;06 DK 20х1,5 (0)(Г);DK;6;20_1_5;0;гайка;легкая;false;false;null
20111-20-05;08 DK 20х1,5 (0)(Г);DK;8;20_1_5;0;гайка;легкая;false;false;null
20111-20-06;10 DK 20х1,5 (0)(Г);DK;10;20_1_5;0;гайка;легкая;false;false;null
20111-20-08 S24;12 DK 20х1,5 (0)(Г) S=24;DK;12;20_1_5;0;гайка;легкая;false;false;24
20111-20-08 S27;12 DK 20х1,5 (0)(Г) S=27;DK;12;20_1_5;0;гайка;легкая;false;false;27
20111-20-10;16 DK 20х1,5 (0)(Г);DK;16;20_1_5;0;гайка;легкая;false;false;null
20111-22-04;06 DK 22х1,5 (0)(Г);DK;6;22_1_5;0;гайка;легкая;false;false;null
20111-22-05;08 DK 22х1,5 (0)(Г);DK;8;22_1_5;0;гайка;легкая;false;false;null
20111-22-06;10 DK 22х1,5 (0)(Г);DK;10;22_1_5;0;гайка;легкая;false;false;null
20111-22-08;12 DK 22х1,5 (0)(Г);DK;12;22_1_5;0;гайка;легкая;false;false;null
20111-22-10;16 DK 22х1,5 (0)(Г);DK;16;22_1_5;0;гайка;легкая;false;false;null
20111-24-08;12 DK 24х1,5 (0)(Г);DK;12;24_1_5;0;гайка;легкая;false;false;null
20111-24-10;16 DK 24х1,5 (0)(Г);DK;16;24_1_5;0;гайка;легкая;false;false;null
20111-24-12;20 DK 24х1,5 (0)(Г);DK;20;24_1_5;0;гайка;легкая;false;false;null
20111-27-08;12 DK 27х2 (0)(Г);DK;12;27_2;0;гайка;легкая;false;false;null
20111-27-10;16 DK 27х2 (0)(Г);DK;16;27_2;0;гайка;легкая;false;false;null
20111-27-12;20 DK 27х2 (0)(Г);DK;20;27_2;0;гайка;легкая;false;false;null
20111-30-10;16 DK 30х2 (0)(Г);DK;16;30_2;0;гайка;легкая;false;false;null
20111-30-12;20 DK 30х2 (0)(Г);DK;20;30_2;0;гайка;легкая;false;false;null
20111-33-12;20 DK 33х2 (0)(Г);DK;20;33_2;0;гайка;легкая;false;false;null
20111-33-16;25 DK 33х2 (0)(Г);DK;25;33_2;0;гайка;легкая;false;false;null
20111-36-12;20 DK 36х2 (0)(Г);DK;20;36_2;0;гайка;легкая;false;false;null
20111-36-16;25 DK 36х2 (0)(Г);DK;25;36_2;0;гайка;легкая;false;false;null
20111-39-12;20 DK 39х2 (0)(Г);DK;20;39_2;0;гайка;легкая;false;false;null
20111-39-16;25 DK 39х2 (0)(Г);DK;25;39_2;0;гайка;легкая;false;false;null
20111-42-12;20 DK 42х2 (0)(Г);DK;20;42_2;0;гайка;легкая;false;false;null
20111-42-16;25 DK 42х2 (0)(Г);DK;25;42_2;0;гайка;легкая;false;false;null
20111-42-20;32 DK 42х2 (0)(Г);DK;32;42_2;0;гайка;легкая;false;false;null
20111-45-20;32 DK 45х2 (0)(Г);DK;32;45_2;0;гайка;легкая;false;false;null
20111-48-20;32 DK 48х2 (0)(Г);DK;32;48_2;0;гайка;легкая;false;false;null
20111-52-20;32 DK 52х2 (0)(Г);DK;32;52_2;0;гайка;легкая;false;false;null
20111-52-24;38 DK 52х2 (0)(Г);DK;38;52_2;0;гайка;легкая;false;false;null
20111-56-24;38 DK 56х2 (0)(Г);DK;38;56_2;0;гайка;легкая;false;false;null
20111-64-24;38 DK 64х2 (0)(Г);DK;38;64_2;0;гайка;легкая;false;false;null
20111-64-32;50 DK 64х2 (0)(Г);DK;50;64_2;0;гайка;легкая;false;false;null
20111A-39-12;20 DK 39х2 (Ш) S=46;DK;20;39_2;0;штуцер;легкая;true;false;46
20112-18-08;12 DK 18х1,5 (0)(Г);DK;12;18_1_5;0;гайка;тяжелая;false;false;null
20112-20-08 S24;12 DK 20х1,5 (0)(Г) S=24;DK;12;20_1_5;0;гайка;тяжелая;false;false;24
20112-20-08 S27;12 DK 20х1,5 (0)(Г) S=27;DK;12;20_1_5;0;гайка;тяжелая;false;false;27
20112-20-10;16 DK 20х1,5 (0)(Г);DK;16;20_1_5;0;гайка;тяжелая;false;false;null
20112-22-08;12 DK 22х1,5 (0)(Г);DK;12;22_1_5;0;гайка;тяжелая;false;false;null
20112-22-10;16 DK 22х1,5 (0)(Г);DK;16;22_1_5;0;гайка;тяжелая;false;false;null
20112-24-08;12 DK 24х1,5 (0)(Г);DK;12;24_1_5;0;гайка;тяжелая;false;false;null
20112-24-10;16 DK 24х1,5 (0)(Г);DK;16;24_1_5;0;гайка;тяжелая;false;false;null
20112-24-12;20 DK 24х1,5 (0)(Г);DK;20;24_1_5;0;гайка;тяжелая;false;false;null
20112-27-08;12 DK 27х2 (0)(Г);DK;12;27_2;0;гайка;тяжелая;false;false;null
20112-27-10;16 DK 27х2 (0)(Г);DK;16;27_2;0;гайка;тяжелая;false;false;null
20112-27-12;20 DK 27х2 (0)(Г);DK;20;27_2;0;гайка;тяжелая;false;false;null
20112-30-10;16 DK 30х2 (0)(Г);DK;16;30_2;0;гайка;тяжелая;false;false;null
20112-30-12;20 DK 30х2 (0)(Г);DK;20;30_2;0;гайка;тяжелая;false;false;null
20112-33-12;20 DK 33х2 (0)(Г);DK;20;33_2;0;гайка;тяжелая;false;false;null
20112-33-16;25 DK 33х2 (0)(Г);DK;25;33_2;0;гайка;тяжелая;false;false;null
20112-36-12;20 DK 36х2 (0)(Г);DK;20;36_2;0;гайка;тяжелая;false;false;null
20112-36-16;25 DK 36х2 (0)(Г);DK;25;36_2;0;гайка;тяжелая;false;false;null
20112-39-12;20 DK 39х2 (0)(Г);DK;20;39_2;0;гайка;тяжелая;false;false;null
20112-39-16;25 DK 39х2 (0)(Г);DK;25;39_2;0;гайка;тяжелая;false;false;null
20112-42-12;20 DK 42х2 (0)(Г);DK;20;42_2;0;гайка;тяжелая;false;false;null
20112-42-16;25 DK 42х2 (0)(Г);DK;25;42_2;0;гайка;тяжелая;false;false;null
20112-42-20;32 DK 42х2 (0)(Г);DK;32;42_2;0;гайка;тяжелая;false;false;null
20112-45-20;32 DK 45х2 (0)(Г);DK;32;45_2;0;гайка;тяжелая;false;false;null
20112-48-20;32 DK 48х2 (0)(Г);DK;32;48_2;0;гайка;тяжелая;false;false;null
20112-52-20;32 DK 52х2 (0)(Г);DK;32;52_2;0;гайка;тяжелая;false;false;null
20112-52-24;38 DK 52х2 (0)(Г);DK;38;52_2;0;гайка;тяжелая;false;false;null
20112-56-24;38 DK 56х2 (0)(Г);DK;38;56_2;0;гайка;тяжелая;false;false;null
20112-64-24;38 DK 64х2 (0)(Г);DK;38;64_2;0;гайка;тяжелая;false;false;null
20112-64-32;50 DK 64х2 (0)(Г);DK;50;64_2;0;гайка;тяжелая;false;false;null
20112A-39-12;20 DK 39х2 (Ш) S=46;DK;20;39_2;0;штуцер;тяжелая;true;false;46
20141-10-04;06 DK 10х1 (45)(Г);DK;6;10_1;45;гайка;легкая;false;false;null
20141-12-04;06 DK 12х1 (45)(Г);DK;6;12_1;45;гайка;легкая;false;false;null
20141-18-04;06 DK 18х1,5 (45)(Г);DK;6;18_1_5;45;гайка;легкая;false;false;null
20141-18-05;08 DK 18х1,5 (45)(Г);DK;8;18_1_5;45;гайка;легкая;false;false;null
20141-18-06;10 DK 18х1,5 (45)(Г);DK;10;18_1_5;45;гайка;легкая;false;false;null
20141-18-08;12 DK 18х1,5 (45)(Г);DK;12;18_1_5;45;гайка;легкая;false;false;null
20141-20-04;06 DK 20х1,5 (45)(Г);DK;6;20_1_5;45;гайка;легкая;false;false;null
20141-20-05;08 DK 20х1,5 (45)(Г);DK;8;20_1_5;45;гайка;легкая;false;false;null
20141-20-06;10 DK 20х1,5 (45)(Г);DK;10;20_1_5;45;гайка;легкая;false;false;null
20141-20-08 S24;12 DK 20х1,5 (45)(Г) S=24;DK;12;20_1_5;45;гайка;легкая;false;false;24
20141-20-08 S27;12 DK 20х1,5 (45)(Г) S=27;DK;12;20_1_5;45;гайка;легкая;false;false;27
20141-20-10;16 DK 20х1,5 (45)(Г);DK;16;20_1_5;45;гайка;легкая;false;false;null
20141-22-04;06 DK 22х1,5 (45)(Г);DK;6;22_1_5;45;гайка;легкая;false;false;null
20141-22-05;08 DK 22х1,5 (45)(Г);DK;8;22_1_5;45;гайка;легкая;false;false;null
