id,article,name,standard,dy,thread,angle,armature,seria,usit,o_ring,s_key
2706,20491-45-12T,20 DKОL 45х2 (35) (90)(Г),4,20,25,3,1,1,false,false,
2707,20491-45-16,25 DKOL 45х2 (35) (90)(Г),4,25,25,3,1,1,false,false,
2708,20491-45-16T,25 DKOL 45х2 (35) (90)(Г),4,25,25,3,1,1,false,false,
2709,20491-45-20,32 DKOL 45х2 (35) (90)(Г),4,32,25,3,1,1,false,false,
2710,20491-45-20T,32 DKOL 45х2 (35) (90)(Г),4,32,25,3,1,1,false,false,
2711,20491-45-24,38 DKOL 45х2 (35) (90)(Г),4,38,25,3,1,1,false,false,
2712,20491-45-24T,38 DKOL 45х2 (35) (90)(Г),4,38,25,3,1,1,false,false,
2713,20491-52-20,32 DKOL 52х2 (42) (90)(Г),4,32,24,3,1,1,false,false,
2714,20491-52-20T,32 DKOL 52х2 (42) (90)(Г),4,32,24,3,1,1,false,false,
2715,20491-52-24,38 DKOL 52х2 (42) (90)(Г),4,38,24,3,1,1,false,false,
2716,20491-52-24T,38 DKOL 52х2 (42) (90)(Г),4,38,24,3,1,1,false,false,
2717,20492-18-08,"12 DKOL 18х1,5 (12) (90)(Г)",4,12,7,3,1,2,false,false,
2718,20492-18-08T,"12 DKOL 18х1,5 (12) (90)(Г)",4,12,7,3,1,2,false,false,
2719,20492-20-08,"12 DKOL 20х1,5 (14) (90)(Г)",4,12,8,3,1,2,false,false,
2720,20492-20-08T,"12 DKOL 20х1,5 (14) (90)(Г)",4,12,8,3,1,2,false,false,
2721,20492-22-08,"12 DKOL 22х1,5 (15) (90)(Г)",4,12,9,3,1,2,false,false,
2722,20492-22-08T,"12 DKOL 22х1,5 (15) (90)(Г)",4,12,9,3,1,2,false,false,
2723,20492-22-10,"16 DKOL 22х1,5 (15) (90)(Г)",4,16,9,3,1,2,false,false,
2724,20492-22-10T,"16 DKOL 22х1,5 (15) (90)(Г)",4,16,9,3,1,2,false,false,
2725,20492-24-08,"12 DKOL 24х1,5 (18) (90)(Г)",4,12,10,3,1,2,false,false,
2726,20492-24-08T,"12 DKOL 24х1,5 (18) (90)(Г)",4,12,10,3,1,2,false,false,
2727,20492-26-08D,"12 DKОL 26х1,5 (18) (90)(Г)",4,12,11,3,1,2,false,false,
2728,20492-26-08DT,"12 DKОL 26х1,5 (18) (90)(Г)",4,12,11,3,1,2,false,false,
2729,20492-26-10D,"16 DKOL 26х1,5 (18) (90)(Г)",4,16,11,3,1,2,false,false,
2730,20492-26-10DT,"16 DKOL 26х1,5 (18) (90)(Г)",4,16,11,3,1,2,false,false,
2731,20492-26-12D,"20 DKOL 26х1,5 (18) (90)(Г)",4,20,11,3,1,2,false,false,
2732,20492-26-12DT,"20 DKOL 26х1,5 (18) (90)(Г)",4,20,11,3,1,2,false,false,
2733,20492-27-08DT,"12 DKOL 27х1,5 (18) (90)(Г)",4,12,12,3,1,2,false,false,
2734,20492-27-10,16 DKOL 27х2 (18) (90)(Г),4,16,27,3,1,2,false,false,
2735,20492-27-10D,"16 DKOL 27х1,5 (18) (90)(Г)",4,16,12,3,1,2,false,false,
2736,20492-27-10DT,"16 DKOL 27х1,5 (18) (90)(Г)",4,16,12,3,1,2,false,false,
2737,20492-27-10T,16 DKOL 27х2 (18) (90)(Г),4,16,27,3,1,2,false,false,
2738,20492-27-12D,"20 DKOL 27х1,5 (18) (90)(Г)",4,20,12,3,1,2,false,false,
2739,20492-30-10,16 DKOL 30х2 (22) (90)(Г),4,16,14,3,1,2,false,false,
2740,20492-30-10D,"16 DKOL 30х1,5 (22) (90)(Г)",4,16,13,3,1,2,false,false,
2741,20492-30-10DT,"16 DKOL 30х1,5 (22) (90)(Г)",4,16,13,3,1,2,false,false,
2742,20492-30-10T,16 DKOL 30х2 (22) (90)(Г),4,16,14,3,1,2,false,false,
2743,20492-30-12,20 DKOL 30х2 (22) (90)(Г),4,20,14,3,1,2,false,false,
2744,20492-30-12D,"20 DKOL 30х1,5 (22) (90)(Г)",4,20,13,3,1,2,false,false,
2745,20492-30-12DT,"20 DKOL 30х1,5 (22) (90)(Г)",4,20,13,3,1,2,false,false,
2746,20492-30-12T,20 DKOL 30х2 (22) (90)(Г),4,20,14,3,1,2,false,false,
2747,20492-30-16,25 DKOL 30х2 (22) (90)(Г),4,25,14,3,1,2,false,false,
2748,20492-30-16T,25 DKOL 30х2 (22) (90)(Г),4,25,14,3,1,2,false,false,
2749,20492-33-12,20 DKOL 33х2 (25) (90)(Г),4,20,16,3,1,2,false,false,
2750,20492-33-12T,20 DKOL 33х2 (25) (90)(Г),4,20,16,3,1,2,false,false,
2751,20492-33-16,25 DKOL 33х2 (25) (90)(Г),4,25,16,3,1,2,false,false,
2752,20492-33-16T,25 DKOL 33х2 (25) (90)(Г),4,25,16,3,1,2,false,false,
2753,20492-36-10,16 DKOL 36х2 (28) (90)(Г),4,16,23,3,1,2,false,false,
2754,20492-36-10T,16 DKOL 36х2 (28) (90)(Г),4,16,23,3,1,2,false,false,
2755,20492-36-12,20 DKОL 36х2 (28) (90)(Г),4,20,23,3,1,2,false,false,
2756,20492-36-12D,"20 DKОL 36х1,5 (28) (90)(Г)",4,20,17,3,1,2,false,false,
2757,20492-36-12DT,"20 DKОL 36х1,5 (28) (90)(Г)",4,20,17,3,1,2,false,false,
2758,20492-36-12T,20 DKОL 36х2 (28) (90)(Г),4,20,23,3,1,2,false,false,
2759,20492-36-16,25 DKOL 36х2 (28) (90)(Г),4,25,23,3,1,2,false,false,
2760,20492-36-16D,25 DKOL 36х1.5 (28) (90)(Г),4,25,17,3,1,2,false,false,
2761,20492-36-16DT,25 DKOL 36х1.5 (28) (90)(Г),4,25,17,3,1,2,false,false,
2762,20492-36-16T,25 DKOL 36х2 (28) (90)(Г),4,25,23,3,1,2,false,false,
2763,20492-39-16,25 DKOL 39х2 (30) (90)(Г),4,25,29,3,1,2,false,false,
2764,20492-39-16T,25 DKOL 39х2 (30) (90)(Г),4,25,29,3,1,2,false,false,
2765,20492-42-16,25 DKOL 42х2 (33) (90)(Г),4,25,22,3,1,2,false,false,
2766,20492-42-16T,25 DKOL 42х2 (33) (90)(Г),4,25,22,3,1,2,false,false,
2767,20492-42-20,32 DKOL 42х2 (33) (90)(Г),4,32,22,3,1,2,false,false,
2768,20492-42-20T,32 DKOL 42х2 (33) (90)(Г),4,32,22,3,1,2,false,false,
2769,20492-45-12,20 DKОL 45х2 (35) (90)(Г),4,20,25,3,1,2,false,false,
2770,20492-45-12T,20 DKОL 45х2 (35) (90)(Г),4,20,25,3,1,2,false,false,
2771,20492-45-16,25 DKOL 45х2 (35) (90)(Г),4,25,25,3,1,2,false,false,
2772,20492-45-16T,25 DKOL 45х2 (35) (90)(Г),4,25,25,3,1,2,false,false,
2773,20492-45-20,32 DKOL 45х2 (35) (90)(Г),4,32,25,3,1,2,false,false,
2774,20492-45-20T,32 DKOL 45х2 (35) (90)(Г),4,32,25,3,1,2,false,false,
2775,20492-45-24,38 DKOL 45х2 (35) (90)(Г),4,38,25,3,1,2,false,false,
2776,20492-45-24T,38 DKOL 45х2 (35) (90)(Г),4,38,25,3,1,2,false,false,
2777,20492-52-20,32 DKOL 52х2 (42) (90)(Г),4,32,24,3,1,2,false,false,
2778,20492-52-20T,32 DKOL 52х2 (42) (90)(Г),4,32,24,3,1,2,false,false,
2779,20492-52-24,38 DKOL 52х2 (42) (90)(Г),4,38,24,3,1,2,false,false,
2780,20492-52-24T,38 DKOL 52х2 (42) (90)(Г),4,38,24,3,1,2,false,false,
2781,10511-14-03D,"05 DKOS 14х1,5 (6) (Ш)",5,5,4,1,2,1,false,false,
2782,10511-14-04D S14,"06 DKОS 14х1,5 (6) (Ш) S=14",5,6,4,1,2,1,false,false,14
2783,10511-14-05D,"08 DKOS 14х1,5 (6) (Ш)",5,8,4,1,2,1,false,false,
2784,10511-14-06D,"10 DKOS 14х1,5 (6) (Ш)",5,10,4,1,2,1,false,false,
2785,10511-16-04D S17,"06 DKОS 16х1,5 (8) (Ш) S=17",5,6,6,1,2,1,false,false,17
2786,10511-16-05D S17,"08 DKOS 16х1,5 (8) (Ш) S=17",5,8,6,1,2,1,false,false,17
2787,10511-16-06D S17,"10 DKOS 16х1,5 (8) (Ш) S=17",5,10,6,1,2,1,false,false,17
2788,10511-18-04 S19,"06 DKОS 18х1,5 (10) (Ш) S=19",5,6,7,1,2,1,false,false,19
2789,10511-18-05 S19,"08 DKОS 18х1,5 (10) (Ш) S=19",5,8,7,1,2,1,false,false,19
2790,10511-18-06 S19,"10 DKOS 18х1,5 (10) (Ш) S=19",5,10,7,1,2,1,false,false,19
2791,10511-20-04,"06 DKОS 20х1,5 (12) (Ш)",5,6,8,1,2,1,false,false,
2792,10511-20-05 S22,"08 DKOS 20х1,5 (12) (Ш) S=22",5,8,8,1,2,1,false,false,22
2793,10511-20-05 S22 A,"08 DKOS 20х1,5 (12) (Ш) S=22",5,8,8,1,2,1,false,false,22
2794,10511-20-06 S22,"10 DKOS 20х1,5 (12) (Ш) S=22",5,10,8,1,2,1,false,false,22
2795,10511-20-08 S22,"12 DKOS 20х1,5 (12) (Ш) S=22",5,12,8,1,2,1,false,false,22
2796,10511-22-05,"08 DKOS 22х1,5 (14) (Ш)",5,8,9,1,2,1,false,false,
2797,10511-22-06 S24,"10 DKOS 22х1,5 (14) (Ш) S=24",5,10,9,1,2,1,false,false,24
2798,10511-22-08 S24,"12 DKOS 22х1,5 (14) (Ш) S=24",5,12,9,1,2,1,false,false,24
2799,10511-24-06,"10 DKOS 24х1,5 (16) (Ш)",5,10,10,1,2,1,false,false,
2800,10511-24-06 A,"10 DKOS 24х1,5 (16) (Ш) ",5,10,10,1,2,1,false,false,
2801,10511-24-08 S24/27,"12 DKОS 24х1,5 (16) (Ш) S=24, 27",5,12,10,1,2,1,false,false,"24, 27"
2802,10511-24-10,"16 DKОS 24х1,5 (16) (Ш)",5,16,10,1,2,1,false,false,
2803,10511-30-10,16 DKОS 30х2 (20) (Ш),5,16,14,1,2,1,false,false,
2804,10511-30-10D,"16 DKОS 30х1,5 (20) (Ш)",5,16,13,1,2,1,false,false,
2805,10511-30-12,20 DKOS 30х2 (20) (Ш),5,20,14,1,2,1,false,false,
2806,10511-30-12D,"20 DKOS 30х1,5 (20) (Ш)",5,20,13,1,2,1,false,false,
2807,10511-33-12,20 DKOS 33х2 (22) (Ш),5,20,16,1,2,1,false,false,
2808,10511-36-12,20 DKOS 36х2 (25) (Ш),5,20,23,1,2,1,false,false,
2809,10511-36-16,25 DKOS 36х2 (25) (Ш),5,25,23,1,2,1,false,false,
2810,10511-36-16D,"25 DKOS 36х1,5 (25) (Ш)",5,25,17,1,2,1,false,false,
2811,10511-42-12,20 DKOS 42х2 (30) (Ш) ,5,20,22,1,2,1,false,false,
2812,10511-42-16,25 DKOS 42х2 (30) (Ш),5,25,22,1,2,1,false,false,
2813,10511-42-16 S46,25 DKOS 42х2 (30) (Ш) S=46,5,25,22,1,2,1,false,false,46
2814,10511-42-20,32 DKOS 42х2 (30) (Ш),5,32,22,1,2,1,false,false,
2815,10511-52-16 S55,25 DKOS 52х2 (38) (Ш) S=55,5,25,24,1,2,1,false,false,55
2816,10511-52-20 S55,32 DKOS 52х2 (38) (Ш) S=55,5,32,24,1,2,1,false,false,55
2817,10511-52-24 S55,38 DKOS 52х2 (38) (Ш) S=55,5,38,24,1,2,1,false,false,55
2818,10511A-14-04D,"06 DKОS 14х1,5 (6) (Ш) S=19",5,6,4,1,2,1,true,false,19
2819,10511A-16-04D,"06 DKОS 16х1,5 (8) (Ш)",5,6,6,1,2,1,true,false,
2820,10511A-16-05D,"08 DKOS 16х1,5 (8) (Ш)",5,8,6,1,2,1,true,false,
2821,10511A-16-06D,"10 DKOS 16х1,5 (8) (Ш)",5,10,6,1,2,1,true,false,
2822,10511A-18-04,"06 DKОS 18х1,5 (10) (Ш)",5,6,7,1,2,1,true,false,
2823,10511A-18-05,"08 DKОS 18х1,5 (10) (Ш)",5,8,7,1,2,1,true,false,
2824,10511A-18-05 A,"08 DKОS 18х1,5 (10) (Ш)",5,8,7,1,2,1,true,false,
2825,10511A-18-06,"10 DKOS 18х1,5 (10) (Ш)",5,10,7,1,2,1,true,false,
2826,10511A-20-05,"08 DKOS 20х1,5 (12) (Ш)",5,8,8,1,2,1,true,false,
2827,10511A-20-06,"10 DKOS 20х1,5 (12) (Ш)",5,10,8,1,2,1,true,false,
2828,10511A-20-06 A,"10 DKOS 20х1,5 (12) (Ш)",5,10,8,1,2,1,true,false,
2829,10511A-20-08,"12 DKOS 20х1,5 (12) (Ш)",5,12,8,1,2,1,true,false,
2830,10511A-22-06,"10 DKOS 22х1,5 (14) (Ш)",5,10,9,1,2,1,true,false,
2831,10511A-22-08,"12 DKOS 22х1,5 (14) (Ш)",5,12,9,1,2,1,true,false,
2832,10511A-24-08,"12 DKОS 24х1,5 (16) (Ш)",5,12,10,1,2,1,true,false,
2833,10511A-36-12,20 DKOS 36х2 (25) (Ш) S=41,5,20,23,1,2,1,true,false,41
2834,10511A-36-16,25 DKOS 36х2 (25) (Ш) S=41,5,25,23,1,2,1,true,false,41
2835,10511A-42-16,25 DKOS 42х2 (30) (Ш) S=50,5,25,22,1,2,1,true,false,50
2836,10511A-52-16,25 DKOS 52х2 (38) (Ш),5,25,24,1,2,1,true,false,
2837,10511A-52-20,32 DKOS 52х2 (38) (Ш),5,32,24,1,2,1,true,false,
2838,10511A-52-24,38 DKOS 52х2 (38) (Ш),5,38,24,1,2,1,true,false,
2839,10512-20-08 S22,"12 DKOS 20х1,5 (12) (Ш) S=22",5,12,8,1,2,2,false,false,22
2840,10512-22-08 S24,"12 DKOS 22х1,5 (14) (Ш) S=24",5,12,9,1,2,2,false,false,24
2841,10512-24-08 S24/27,"12 DKОS 24х1,5 (16) (Ш) S=24, 27",5,12,10,1,2,2,false,false,"24, 27"
2842,10512-24-10,"16 DKОS 24х1,5 (16) (Ш)",5,16,10,1,2,2,false,false,
2843,10512-30-08 A,12 DKOS 30х2 (20) (Ш),5,12,14,1,2,2,false,false,
2844,10512-30-10,16 DKОS 30х2 (20) (Ш),5,16,14,1,2,2,false,false,
2845,10512-30-10 A,16 DKОS 30х2 (20) (Ш),5,16,14,1,2,2,false,false,
2846,10512-30-10D,"16 DKОS 30х1,5 (20) (Ш)",5,16,13,1,2,2,false,false,
2847,10512-30-12,20 DKOS 30х2 (20) (Ш),5,20,14,1,2,2,false,false,
2848,10512-30-12 A,20 DKOS 30х2 (20) (Ш),5,20,14,1,2,2,false,false,
2849,10512-30-12D,"20 DKOS 30х1,5 (20) (Ш)",5,20,13,1,2,2,false,false,
2850,10512-33-12,20 DKOS 33х2 (22) (Ш),5,20,16,1,2,2,false,false,
2851,10512-36-12,20 DKOS 36х2 (25) (Ш),5,20,23,1,2,2,false,false,
2852,10512-36-16,25 DKOS 36х2 (25) (Ш),5,25,23,1,2,2,false,false,
2853,10512-36-16D,"25 DKOS 36х1,5 (25) (Ш)",5,25,17,1,2,2,false,false,
2854,10512-42-12,20 DKOS 42х2 (30) (Ш) ,5,20,22,1,2,2,false,false,
2855,10512-42-12 A,20 DKOS 42х2 (30) (Ш),5,20,22,1,2,2,false,false,
2856,10512-42-16,25 DKOS 42х2 (30) (Ш),5,25,22,1,2,2,false,false,
2857,10512-42-16 S46,25 DKOS 42х2 (30) (Ш) S=46,5,25,22,1,2,2,false,false,46
2858,10512-42-16 S46 A,25 DKOS 42х2 (30) (Ш) S=46,5,25,22,1,2,2,false,false,46
2859,10512-42-20,32 DKOS 42х2 (30) (Ш),5,32,22,1,2,2,false,false,
2860,10512-52-16 S55,25 DKOS 52х2 (38) (Ш) S=55,5,25,24,1,2,2,false,false,55
2861,10512-52-20 S55,32 DKOS 52х2 (38) (Ш) S=55,5,32,24,1,2,2,false,false,55
2862,10512-52-24 S55,38 DKOS 52х2 (38) (Ш) S=55,5,38,24,1,2,2,false,false,55
2863,10512-52-32,50 DKOS 52х2 (38) (Ш),5,50,24,1,2,2,false,false,
2864,10512A-20-08,"12 DKOS 20х1,5 (12) (Ш)",5,12,8,1,2,2,true,false,
2865,10512A-22-08,"12 DKOS 22х1,5 (14) (Ш)",5,12,9,1,2,2,true,false,
2866,10512A-24-08,"12 DKОS 24х1,5 (16) (Ш)",5,12,10,1,2,2,true,false,
2867,10512A-36-12,20 DKOS 36х2 (25) (Ш) S=41,5,20,23,1,2,2,true,false,41
2868,10512A-36-16,25 DKOS 36х2 (25) (Ш) S=41,5,25,23,1,2,2,true,false,41
2869,10512A-42-16,25 DKOS 42х2 (30) (Ш) S=50,5,25,22,1,2,2,true,false,50
2870,10512A-52-16,25 DKOS 52х2 (38) (Ш),5,25,24,1,2,2,true,false,
2871,10512A-52-20,32 DKOS 52х2 (38) (Ш),5,32,24,1,2,2,true,false,
2872,10512A-52-24,38 DKOS 52х2 (38) (Ш),5,38,24,1,2,2,true,false,
2873,10513-52-20,32 DKOS 52х2 (38) (Ш) Interlock,5,32,24,1,2,3,false,false,
2874,20511-12-06D A,"10 DKOS 12х1,5 (4) (0)(Г)",5,10,3,1,1,1,false,false,
2875,20511-14-03D,"05 DKOS 14х1,5 (6) (0)(Г)",5,5,4,1,1,1,false,false,
2876,20511-14-03DT,"05 DKOS 14х1,5 (6) (0)(Г)",5,5,4,1,1,1,false,false,
2877,20511-14-04D,"06 DKOS 14х1,5 (6) (0)(Г)",5,6,4,1,1,1,false,false,
2878,20511-14-04DT,"06 DKOS 14х1,5 (6) (0)(Г)",5,6,4,1,1,1,false,false,
2879,20511-14-04DT R,"06 DKOS 14х1,5 (6) (0)(Г) РФ",5,6,4,1,1,1,false,false,
2880,20511-14-05D,"08 DKOS 14х1,5 (6) (0)(Г)",5,8,4,1,1,1,false,false,
2881,20511-14-06D,"10 DKOS 14х1,5 (6) (0)(Г)",5,10,4,1,1,1,false,false,
2882,20511-14-06D A,"10 DKOS 14х1,5 (6) (0)(Г)",5,10,4,1,1,1,false,false,
2883,20511-16-04D,"06 DKОS 16х1,5 (8) (0)(Г)",5,6,6,1,1,1,false,false,
2884,20511-16-04DT,"06 DKОS 16х1,5 (8) (0)(Г)",5,6,6,1,1,1,false,false,
2885,20511-16-04DT R,"06 DKОS 16х1,5 (8) (0)(Г) РФ",5,6,6,1,1,1,false,false,
2886,20511-16-05D,"08 DKOS 16х1,5 (8) (0)(Г)",5,8,6,1,1,1,false,false,
2887,20511-16-05DT,"08 DKOS 16х1,5 (8) (0)(Г)",5,8,6,1,1,1,false,false,
2888,20511-16-05DT R,"08 DKOS 16х1,5 (8) (0)(Г) РФ",5,8,6,1,1,1,false,false,
2889,20511-16-06D,"10 DKOS 16х1,5 (8) (0)(Г)",5,10,6,1,1,1,false,false,
2890,20511-16-06DT,"10 DKOS 16х1,5 (8) (0)(Г)",5,10,6,1,1,1,false,false,
2891,20511-18-04,"06 DKОS 18х1,5 (10) (0)(Г)",5,6,7,1,1,1,false,false,
2892,20511-18-04T,"06 DKОS 18х1,5 (10) (0)(Г)",5,6,7,1,1,1,false,false,
2893,20511-18-05,"08 DKОS 18х1,5 (10) (0)(Г)",5,8,7,1,1,1,false,false,
2894,20511-18-05T,"08 DKОS 18х1,5 (10) (0)(Г)",5,8,7,1,1,1,false,false,
2895,20511-18-06,"10 DKOS 18х1,5 (10) (0)(Г)",5,10,7,1,1,1,false,false,
2896,20511-18-06T,"10 DKOS 18х1,5 (10) (0)(Г)",5,10,7,1,1,1,false,false,
2897,20511-18-06T R,"10 DKOS 18х1,5 (10) (0)(Г) РФ",5,10,7,1,1,1,false,false,
2898,20511-20-04,"06 DKОS 20х1,5 (12) (0)(Г)",5,6,8,1,1,1,false,false,
2899,20511-20-04T,"06 DKОS 20х1,5 (12) (0)(Г)",5,6,8,1,1,1,false,false,
2900,20511-20-05,"08 DKOS 20х1,5 (12) (0)(Г)",5,8,8,1,1,1,false,false,
2901,20511-20-05T,"08 DKOS 20х1,5 (12) (0)(Г)",5,8,8,1,1,1,false,false,
2902,20511-20-05T R,"08 DKOS 20х1,5 (12) (0)(Г) РФ",5,8,8,1,1,1,false,false,
2903,20511-20-06,"10 DKOS 20х1,5 (12) (0)(Г)",5,10,8,1,1,1,false,false,
2904,20511-20-06T,"10 DKOS 20х1,5 (12) (0)(Г)",5,10,8,1,1,1,false,false,
2905,20511-20-06T R,"10 DKOS 20х1,5 (12) (0)(Г) РФ",5,10,8,1,1,1,false,false,
2906,20511-20-08,"12 DKOS 20х1,5 (12) (0)(Г)",5,12,8,1,1,1,false,false,
2907,20511-20-08T,"12 DKOS 20х1,5 (12) (0)(Г)",5,12,8,1,1,1,false,false,
2908,20511-22-05,"08 DKOS 22х1,5 (14) (0)(Г)",5,8,9,1,1,1,false,false,
2909,20511-22-05T,"08 DKOS 22х1,5 (14) (0)(Г)",5,8,9,1,1,1,false,false,
2910,20511-22-06,"10 DKOS 22х1,5 (14) (0)(Г)",5,10,9,1,1,1,false,false,
2911,20511-22-06T,"10 DKOS 22х1,5 (14) (0)(Г)",5,10,9,1,1,1,false,false,
2912,20511-22-08,"12 DKOS 22х1,5 (14) (0)(Г)",5,12,9,1,1,1,false,false,
2913,20511-22-08T,"12 DKOS 22х1,5 (14) (0)(Г)",5,12,9,1,1,1,false,false,
2914,20511-24-04T A,"06 DKOS 24х1,5 (16) (0)(Г)",5,6,10,1,1,1,false,false,
2915,20511-24-05T A,"08 DKOS 24х1,5 (16) (0)(Г)",5,8,10,1,1,1,false,false,
2916,20511-24-06,"10 DKOS 24х1,5 (16) (0)(Г)",5,10,10,1,1,1,false,false,
2917,20511-24-06T,"10 DKOS 24х1,5 (16) (0)(Г)",5,10,10,1,1,1,false,false,
2918,20511-24-08,"12 DKOS 24х1,5 (16) (0)(Г)",5,12,10,1,1,1,false,false,
2919,20511-24-08T,"12 DKOS 24х1,5 (16) (0)(Г)",5,12,10,1,1,1,false,false,
2920,20511-24-08T R,"12 DKOS 24х1,5 (16) (0)(Г) РФ",5,12,10,1,1,1,false,false,
2921,20511-24-10,"16 DKОS 24х1,5 (16) (0)(Г)",5,16,10,1,1,1,false,false,
2922,20511-24-10T,"16 DKОS 24х1,5 (16) (0)(Г)",5,16,10,1,1,1,false,false,
2923,20511-30-06T A,10 DKOS 30х2 (20) (0)(Г),5,10,14,1,1,1,false,false,
2924,20511-30-08T,12 DKOS 30х2 (20) (0)(Г),5,12,14,1,1,1,false,false,
2925,20511-30-08T A,12 DKOS 30х2 (20) (0)(Г),5,12,14,1,1,1,false,false,
2926,20511-30-10,16 DKOS 30х2 (20) (0)(Г),5,16,14,1,1,1,false,false,
2927,20511-30-10D,"16 DKOS 30х1,5 (20) (0)(Г)",5,16,13,1,1,1,false,false,
2928,20511-30-10DT,"16 DKOS 30х1,5 (20) (0)(Г)",5,16,13,1,1,1,false,false,
2929,20511-30-10T,16 DKOS 30х2 (20) (0)(Г),5,16,14,1,1,1,false,false,
2930,20511-30-12,20 DKOS 30х2 (20) (0)(Г),5,20,14,1,1,1,false,false,
2931,20511-30-12D,"20 DKOS 30х1,5 (20) (0)(Г)",5,20,13,1,1,1,false,false,
2932,20511-30-12DT,"20 DKOS 30х1,5 (20) (0)(Г)",5,20,13,1,1,1,false,false,
2933,20511-30-12T,20 DKOS 30х2 (20) (0)(Г),5,20,14,1,1,1,false,false,
2934,20511-33-12,20 DKOS 33х2 (22) (0)(Г),5,20,16,1,1,1,false,false,
2935,20511-33-12T,20 DKOS 33х2 (22) (0)(Г),5,20,16,1,1,1,false,false,
2936,20511-33-16,25 DKOS 33х2 (22) (0)(Г),5,25,16,1,1,1,false,false,
2937,20511-36-12,20 DKOS 36х2 (25) (0)(Г),5,20,23,1,1,1,false,false,
2938,20511-36-12T,20 DKOS 36х2 (25) (0)(Г),5,20,23,1,1,1,false,false,
2939,20511-36-16,25 DKOS 36х2 (25) (0)(Г),5,25,23,1,1,1,false,false,
2940,20511-36-16D,"25 DKOS 36х1,5 (25) (0)(Г)",5,25,17,1,1,1,false,false,
2941,20511-36-16DT,"25 DKOS 36х1,5 (25) (0)(Г)",5,25,17,1,1,1,false,false,
2942,20511-36-16T,25 DKOS 36х2 (25) (0)(Г),5,25,23,1,1,1,false,false,
2943,20511-36-16T R,25 DKOS 36х2 (25) (0)(Г) РФ,5,25,23,1,1,1,false,false,
2944,20511-42-12,20 DKOS 42х2 (30) (0)(Г),5,20,22,1,1,1,false,false,
2945,20511-42-12T,20 DKOS 42х2 (30) (0)(Г),5,20,22,1,1,1,false,false,
2946,20511-42-16,25 DKOS 42х2 (30) (0)(Г),5,25,22,1,1,1,false,false,
2947,20511-42-16T,25 DKOS 42х2 (30) (0)(Г),5,25,22,1,1,1,false,false,
2948,20511-42-20,32 DKOS 42х2 (30) (0)(Г),5,32,22,1,1,1,false,false,
2949,20511-42-20T,32 DKOS 42х2 (30) (0)(Г),5,32,22,1,1,1,false,false,
2950,20511-52-16,25 DKOS 52х2 (38) (0)(Г),5,25,24,1,1,1,false,false,
2951,20511-52-16T,25 DKOS 52х2 (38) (0)(Г),5,25,24,1,1,1,false,false,
2952,20511-52-20,32 DKOS 52х2 (38) (0)(Г),5,32,24,1,1,1,false,false,
2953,20511-52-20T,32 DKOS 52х2 (38) (0)(Г),5,32,24,1,1,1,false,false,
2954,20511-52-24,38 DKOS 52х2 (38) (0)(Г),5,38,24,1,1,1,false,false,
2955,20511-52-24T,38 DKOS 52х2 (38) (0)(Г),5,38,24,1,1,1,false,false,
2956,20512-20-08,"12 DKOS 20х1,5 (12) (0)(Г)",5,12,8,1,1,2,false,false,
2957,20512-20-08T,"12 DKOS 20х1,5 (12) (0)(Г)",5,12,8,1,1,2,false,false,
2958,20512-20-08T R,"12 DKOS 20х1,5 (12) (0)(Г) РФ",5,12,8,1,1,2,false,false,
2959,20512-22-08,"12 DKOS 22х1,5 (14) (0)(Г)",5,12,9,1,1,2,false,false,
2960,20512-22-08T,"12 DKOS 22х1,5 (14) (0)(Г)",5,12,9,1,1,2,false,false,
2961,20512-22-08T R,"12 DKOS 22х1,5 (14) (0)(Г) РФ",5,12,9,1,1,2,false,false,
2962,20512-24-08,"12 DKOS 24х1,5 (16) (0)(Г)",5,12,10,1,1,2,false,false,
2963,20512-24-08T,"12 DKOS 24х1,5 (16) (0)(Г)",5,12,10,1,1,2,false,false,
2964,20512-24-08T R,"12 DKOS 24х1,5 (16) (0)(Г) РФ",5,12,10,1,1,2,false,false,
2965,20512-24-10,"16 DKОS 24х1,5 (16) (0)(Г)",5,16,10,1,1,2,false,false,
2966,20512-24-10T,"16 DKОS 24х1,5 (16) (0)(Г)",5,16,10,1,1,2,false,false,
2967,20512-24-10T R,"16 DKOS 24х1,5 (16) (0)(Г) РФ",5,16,10,1,1,2,false,false,
2968,20512-30-08T A,12 DKOS 30х2 (20) (0)(Г),5,12,14,1,1,2,false,false,
2969,20512-30-10,16 DKOS 30х2 (20) (0)(Г),5,16,14,1,1,2,false,false,
2970,20512-30-10D,"16 DKOS 30х1,5 (20) (0)(Г)",5,16,13,1,1,2,false,false,
2971,20512-30-10T,16 DKOS 30х2 (20) (0)(Г),5,16,14,1,1,2,false,false,
2972,20512-30-10T R,16 DKOS 30х2 (20) (0)(Г) РФ,5,16,14,1,1,2,false,false,
2973,20512-30-12,20 DKOS 30х2 (20) (0)(Г),5,20,14,1,1,2,false,false,
2974,20512-30-12D,"20 DKOS 30х1,5 (20) (0)(Г)",5,20,13,1,1,2,false,false,
2975,20512-30-12DT,"20 DKOS 30х1,5 (20) (0)(Г)",5,20,13,1,1,2,false,false,
2976,20512-30-12DT A,"20 DKOS 30х1,5 (20) (0)(Г)",5,20,13,1,1,2,false,false,
